fecha_compra,sku,marca,cantidad_compra,costo_producto,cohorte_compra
2024-01-04 00:00:00+00:00,SPR-0001,SPRING HAZE,9,228,2024-01
2024-01-04 00:00:00+00:00,SPR-0002,SPRING HAZE,12,211,2024-01
2024-01-04 00:00:00+00:00,SPR-0003,SPRING HAZE,9,280,2024-01
2024-01-04 00:00:00+00:00,SPR-0004,SPRING HAZE,12,266,2024-01
2024-01-04 00:00:00+00:00,INV-0001,INVOICE,9,179,2024-01
2024-01-04 00:00:00+00:00,INV-0002,INVOICE,9,193,2024-01
2024-01-04 00:00:00+00:00,IN2-0001,IN 2 YOU,12,155,2024-01
2024-01-04 00:00:00+00:00,IN2-0002,IN 2 YOU,9,154,2024-01
2024-01-04 00:00:00+00:00,IN2-0003,IN 2 YOU,12,158,2024-01
2024-01-04 00:00:00+00:00,ACT-0001,ACTIVE USA,42,285,2024-01
2024-01-04 00:00:00+00:00,ACT-0002,ACTIVE USA,42,222,2024-01
2024-01-04 00:00:00+00:00,ACT-0003,ACTIVE USA,42,67,2024-01
2024-01-04 00:00:00+00:00,ACT-0004,ACTIVE USA,42,265,2024-01
2024-01-04 00:00:00+00:00,ACT-0005,ACTIVE USA,42,313,2024-01
2024-01-04 00:00:00+00:00,ACT-0006,ACTIVE USA,42,314,2024-01
2024-01-04 00:00:00+00:00,ACT-0007,ACTIVE USA,42,127,2024-01
2024-01-04 00:00:00+00:00,ACT-0008,ACTIVE USA,42,224,2024-01
2024-01-04 00:00:00+00:00,ACT-0009,ACTIVE USA,42,204,2024-01
2024-01-04 00:00:00+00:00,ACT-0010,ACTIVE USA,42,156,2024-01
2024-01-04 00:00:00+00:00,ACT-0011,ACTIVE USA,42,146,2024-01
2024-01-04 00:00:00+00:00,ACT-0012,ACTIVE USA,42,239,2024-01
2024-01-04 00:00:00+00:00,ACT-0013,ACTIVE USA,39,193,2024-01
2024-01-04 00:00:00+00:00,ACT-0014,ACTIVE USA,42,164,2024-01
2024-01-04 00:00:00+00:00,ONE-0001,ONE N MORE,12,368,2024-01
2024-01-04 00:00:00+00:00,ONE-0002,ONE N MORE,9,424,2024-01
2024-01-04 00:00:00+00:00,ONE-0003,ONE N MORE,12,414,2024-01
2024-01-04 00:00:00+00:00,OVI-0001,OVI,9,281,2024-01
2024-01-04 00:00:00+00:00,OVI-0002,OVI,9,304,2024-01
2024-01-04 00:00:00+00:00,OVI-0003,OVI,9,271,2024-01
2024-01-04 00:00:00+00:00,OVI-0004,OVI,9,318,2024-01
2024-01-04 00:00:00+00:00,OVI-0005,OVI,9,300,2024-01
2024-01-04 00:00:00+00:00,OVI-0006,OVI,9,234,2024-01
2024-01-04 00:00:00+00:00,OVI-0007,OVI,9,302,2024-01
2024-01-04 00:00:00+00:00,OVI-0008,OVI,9,347,2024-01
2024-01-04 00:00:00+00:00,OVI-0009,OVI,9,335,2024-01
2024-01-04 00:00:00+00:00,OVI-0010,OVI,9,265,2024-01
2024-01-04 00:00:00+00:00,OVI-0011,OVI,9,255,2024-01
2024-01-04 00:00:00+00:00,OVI-0012,OVI,9,289,2024-01
2024-01-04 00:00:00+00:00,OVI-0013,OVI,9,350,2024-01
2024-01-04 00:00:00+00:00,DAN-0001,DANIEL JEANS,9,214,2024-01
2024-01-04 00:00:00+00:00,DAN-0002,DANIEL JEANS,9,214,2024-01
2024-01-04 00:00:00+00:00,EST-0001,ESTELLA,9,166,2024-01
2024-01-04 00:00:00+00:00,EST-0002,ESTELLA,9,171,2024-01
2024-01-04 00:00:00+00:00,EST-0003,ESTELLA,9,204,2024-01
2024-01-04 00:00:00+00:00,EST-0004,ESTELLA,9,143,2024-01
2024-01-04 00:00:00+00:00,EST-0005,ESTELLA,9,353,2024-01
2024-01-04 00:00:00+00:00,EST-0006,ESTELLA,9,292,2024-01
2024-01-04 00:00:00+00:00,EST-0007,ESTELLA,12,319,2024-01
2024-01-05 00:00:00+00:00,OVE-0001,OVER APPAREL,15,167,2024-01
2024-01-05 00:00:00+00:00,OVE-0002,OVER APPAREL,15,197,2024-01
2024-01-05 00:00:00+00:00,OVE-0003,OVER APPAREL,15,193,2024-01
2024-01-05 00:00:00+00:00,OVE-0004,OVER APPAREL,15,147,2024-01
2024-01-05 00:00:00+00:00,OVE-0005,OVER APPAREL,15,173,2024-01
2024-01-05 00:00:00+00:00,OVE-0006,OVER APPAREL,15,238,2024-01
2024-01-05 00:00:00+00:00,OVE-0007,OVER APPAREL,18,161,2024-01
2024-01-05 00:00:00+00:00,OVE-0008,OVER APPAREL,18,167,2024-01
2024-01-05 00:00:00+00:00,OVE-0009,OVER APPAREL,15,141,2024-01
2024-01-05 00:00:00+00:00,OVE-0010,OVER APPAREL,18,159,2024-01
2024-01-05 00:00:00+00:00,LOR-0001,LOVERICHE,15,313,2024-01
2024-01-05 00:00:00+00:00,LOR-0002,LOVERICHE,15,401,2024-01
2024-01-05 00:00:00+00:00,LOR-0003,LOVERICHE,15,347,2024-01
2024-01-05 00:00:00+00:00,LOR-0004,LOVERICHE,15,345,2024-01
2024-01-05 00:00:00+00:00,LOR-0005,LOVERICHE,15,299,2024-01
2024-01-05 00:00:00+00:00,LOR-0006,LOVERICHE,15,234,2024-01
2024-01-05 00:00:00+00:00,LOR-0007,LOVERICHE,15,335,2024-01
2024-01-05 00:00:00+00:00,LOR-0008,LOVERICHE,15,319,2024-01
2024-01-05 00:00:00+00:00,LOR-0009,LOVERICHE,15,196,2024-01
2024-01-05 00:00:00+00:00,LOR-0010,LOVERICHE,15,379,2024-01
2024-01-05 00:00:00+00:00,LOR-0011,LOVERICHE,15,210,2024-01
2024-01-05 00:00:00+00:00,LOR-0012,LOVERICHE,12,347,2024-01
2024-01-05 00:00:00+00:00,LOR-0013,LOVERICHE,15,355,2024-01
2024-01-05 00:00:00+00:00,SHE-0001,SHERO,9,199,2024-01
2024-01-05 00:00:00+00:00,SHE-0002,SHERO,12,245,2024-01
2024-01-05 00:00:00+00:00,SHE-0003,SHERO,9,174,2024-01
2024-01-05 00:00:00+00:00,SHE-0004,SHERO,12,244,2024-01
2024-01-05 00:00:00+00:00,SHE-0005,SHERO,12,220,2024-01
2024-01-05 00:00:00+00:00,SHE-0006,SHERO,9,228,2024-01
2024-01-05 00:00:00+00:00,SHE-0007,SHERO,12,250,2024-01
2024-01-05 00:00:00+00:00,SHE-0008,SHERO,12,300,2024-01
2024-01-05 00:00:00+00:00,SHE-0009,SHERO,9,206,2024-01
2024-01-05 00:00:00+00:00,SHE-0010,SHERO,12,157,2024-01
2024-01-05 00:00:00+00:00,SHE-0011,SHERO,12,314,2024-01
2024-01-05 00:00:00+00:00,SHE-0012,SHERO,9,279,2024-01
2024-01-05 00:00:00+00:00,SHE-0013,SHERO,12,294,2024-01
2024-01-05 00:00:00+00:00,NEW-0001,NEW IN,9,194,2024-01
2024-01-05 00:00:00+00:00,NEW-0002,NEW IN,9,183,2024-01
2024-01-05 00:00:00+00:00,NEW-0003,NEW IN,9,181,2024-01
2024-01-05 00:00:00+00:00,NEW-0004,NEW IN,9,284,2024-01
2024-01-05 00:00:00+00:00,NEW-0005,NEW IN,9,321,2024-01
2024-01-05 00:00:00+00:00,NEW-0006,NEW IN,9,298,2024-01
2024-01-05 00:00:00+00:00,NEW-0007,NEW IN,12,315,2024-01
2024-01-05 00:00:00+00:00,TOS-0001,TOSKA,9,221,2024-01
2024-01-05 00:00:00+00:00,TOS-0002,TOSKA,9,301,2024-01
2024-01-05 00:00:00+00:00,TOS-0003,TOSKA,9,267,2024-01
2024-01-05 00:00:00+00:00,TOS-0004,TOSKA,9,248,2024-01
2024-01-05 00:00:00+00:00,TOS-0005,TOSKA,9,249,2024-01
2024-01-05 00:00:00+00:00,TOS-0006,TOSKA,9,269,2024-01
2024-01-05 00:00:00+00:00,TOS-0007,TOSKA,9,256,2024-01
2024-01-05 00:00:00+00:00,TOS-0008,TOSKA,9,261,2024-01
2024-01-05 00:00:00+00:00,TOS-0009,TOSKA,9,192,2024-01
2024-01-05 00:00:00+00:00,TOS-0010,TOSKA,12,275,2024-01
2024-01-05 00:00:00+00:00,MIC-0001,MICHEL,36,217,2024-01
2024-01-05 00:00:00+00:00,MIC-0002,MICHEL,36,225,2024-01
2024-01-05 00:00:00+00:00,MIC-0003,MICHEL,39,203,2024-01
2024-01-05 00:00:00+00:00,MIC-0004,MICHEL,36,169,2024-01
2024-01-05 00:00:00+00:00,MIC-0005,MICHEL,39,198,2024-01
2024-01-05 00:00:00+00:00,MIC-0006,MICHEL,39,178,2024-01
2024-01-05 00:00:00+00:00,MIC-0007,MICHEL,36,216,2024-01
2024-01-05 00:00:00+00:00,MIC-0008,MICHEL,39,223,2024-01
2024-01-05 00:00:00+00:00,MIC-0009,MICHEL,39,147,2024-01
2024-01-05 00:00:00+00:00,MIC-0010,MICHEL,36,206,2024-01
2024-01-05 00:00:00+00:00,MIC-0011,MICHEL,39,226,2024-01
2024-01-05 00:00:00+00:00,MIC-0012,MICHEL,39,218,2024-01
2024-01-05 00:00:00+00:00,MIC-0013,MICHEL,36,138,2024-01
2024-01-05 00:00:00+00:00,MIC-0014,MICHEL,39,245,2024-01
2024-01-05 00:00:00+00:00,ONT-0001,ONTWELFTH,12,363,2024-01
2024-01-05 00:00:00+00:00,ONT-0002,ONTWELFTH,12,168,2024-01
2024-01-05 00:00:00+00:00,ONT-0003,ONTWELFTH,12,262,2024-01
2024-01-05 00:00:00+00:00,ONT-0004,ONTWELFTH,12,375,2024-01
2024-01-05 00:00:00+00:00,ONT-0005,ONTWELFTH,12,447,2024-01
2024-01-05 00:00:00+00:00,ONT-0006,ONTWELFTH,12,395,2024-01
2024-01-05 00:00:00+00:00,ONT-0007,ONTWELFTH,12,411,2024-01
2024-01-05 00:00:00+00:00,ONT-0008,ONTWELFTH,15,388,2024-01
2024-01-05 00:00:00+00:00,ONT-0009,ONTWELFTH,15,229,2024-01
2024-01-05 00:00:00+00:00,ONT-0010,ONTWELFTH,12,324,2024-01
2024-01-05 00:00:00+00:00,ONT-0011,ONTWELFTH,15,414,2024-01
2024-01-05 00:00:00+00:00,ONT-0012,ONTWELFTH,15,431,2024-01
2024-01-05 00:00:00+00:00,ONT-0013,ONTWELFTH,12,401,2024-01
2024-01-05 00:00:00+00:00,ONT-0014,ONTWELFTH,15,410,2024-01
2024-01-05 00:00:00+00:00,WIL-0001,WILL B,9,216,2024-01
2024-01-05 00:00:00+00:00,WIL-0002,WILL B,9,223,2024-01
2024-01-05 00:00:00+00:00,WIL-0003,WILL B,12,237,2024-01
2024-01-05 00:00:00+00:00,WIL-0004,WILL B,9,219,2024-01
2024-01-05 00:00:00+00:00,WIL-0005,WILL B,12,227,2024-01
2024-01-05 00:00:00+00:00,CAM-0001,CAMEO,9,434,2024-01
2024-01-05 00:00:00+00:00,CAM-0002,CAMEO,9,411,2024-01
2024-01-05 00:00:00+00:00,CAM-0003,CAMEO,9,448,2024-01
2024-01-05 00:00:00+00:00,CAM-0004,CAMEO,12,233,2024-01
2024-01-05 00:00:00+00:00,CAM-0005,CAMEO,9,372,2024-01
2024-01-05 00:00:00+00:00,CAM-0006,CAMEO,12,433,2024-01
2024-01-05 00:00:00+00:00,IJO-0001,IJOAH,21,184,2024-01
2024-01-05 00:00:00+00:00,IJO-0002,IJOAH,21,296,2024-01
2024-01-05 00:00:00+00:00,IJO-0003,IJOAH,21,158,2024-01
2024-01-05 00:00:00+00:00,IJO-0004,IJOAH,21,160,2024-01
2024-01-05 00:00:00+00:00,IJO-0005,IJOAH,21,166,2024-01
2024-01-05 00:00:00+00:00,IJO-0006,IJOAH,21,169,2024-01
2024-01-05 00:00:00+00:00,IJO-0007,IJOAH,21,235,2024-01
2024-01-05 00:00:00+00:00,IJO-0008,IJOAH,21,250,2024-01
2024-01-05 00:00:00+00:00,ROL-0001,ROLYPOLY,9,235,2024-01
2024-01-05 00:00:00+00:00,ROL-0002,ROLYPOLY,12,213,2024-01
2024-01-05 00:00:00+00:00,ROL-0003,ROLYPOLY,9,241,2024-01
2024-01-05 00:00:00+00:00,ROL-0004,ROLYPOLY,12,209,2024-01
2024-01-05 00:00:00+00:00,LOV-0001,LOVE,9,155,2024-01
2024-01-05 00:00:00+00:00,LOV-0002,LOVE,9,76,2024-01
2024-01-05 00:00:00+00:00,LOV-0003,LOVE,9,81,2024-01
2024-01-05 00:00:00+00:00,LOV-0004,LOVE,12,140,2024-01
2024-01-05 00:00:00+00:00,LOV-0005,LOVE,9,170,2024-01
2024-01-05 00:00:00+00:00,LOV-0006,LOVE,12,178,2024-01
2024-01-05 00:00:00+00:00,LOL-0001,LOLA,12,210,2024-01
2024-01-05 00:00:00+00:00,LOL-0002,LOLA,9,217,2024-01
2024-01-05 00:00:00+00:00,LOL-0003,LOLA,12,213,2024-01
2024-01-05 00:00:00+00:00,VER-0001,VERYJ,9,239,2024-01
2024-01-05 00:00:00+00:00,VER-0002,VERYJ,9,247,2024-01
2024-01-05 00:00:00+00:00,LOT-0001,LOVE TREE,39,169,2024-01
2024-01-05 00:00:00+00:00,LOT-0002,LOVE TREE,39,193,2024-01
2024-01-05 00:00:00+00:00,LOT-0003,LOVE TREE,39,183,2024-01
2024-01-05 00:00:00+00:00,LOT-0004,LOVE TREE,39,168,2024-01
2024-01-05 00:00:00+00:00,LOT-0005,LOVE TREE,39,144,2024-01
2024-01-05 00:00:00+00:00,LOT-0006,LOVE TREE,39,137,2024-01
2024-01-05 00:00:00+00:00,LOT-0007,LOVE TREE,42,246,2024-01
2024-01-05 00:00:00+00:00,TOP-0001,TOP CHIC,12,236,2024-01
2024-01-05 00:00:00+00:00,TOP-0002,TOP CHIC,9,254,2024-01
2024-01-05 00:00:00+00:00,TOP-0003,TOP CHIC,12,272,2024-01
2024-01-05 00:00:00+00:00,AZU-0001,AZURA,12,320,2024-01
2024-01-05 00:00:00+00:00,AZU-0002,AZURA,9,318,2024-01
2024-01-05 00:00:00+00:00,AZU-0003,AZURA,12,341,2024-01
2024-01-06 00:00:00+00:00,TRE-0001,TREND STYLES,9,141,2024-01
2024-01-06 00:00:00+00:00,TRE-0002,TREND STYLES,9,140,2024-01
2024-01-06 00:00:00+00:00,IRI-0001,IRIS,9,187,2024-01
2024-01-06 00:00:00+00:00,IRI-0002,IRIS,9,162,2024-01
2024-01-06 00:00:00+00:00,IRI-0003,IRIS,9,153,2024-01
2024-01-06 00:00:00+00:00,IRI-0004,IRIS,9,153,2024-01
2024-01-06 00:00:00+00:00,IRI-0005,IRIS,9,190,2024-01
2024-01-06 00:00:00+00:00,IRI-0006,IRIS,9,159,2024-01
2024-01-06 00:00:00+00:00,IRI-0007,IRIS,9,138,2024-01
2024-01-06 00:00:00+00:00,IRI-0008,IRIS,9,159,2024-01
2024-01-06 00:00:00+00:00,IRI-0009,IRIS,12,168,2024-01
2024-01-06 00:00:00+00:00,PAP-0001,PAPERMOON,15,184,2024-01
2024-01-06 00:00:00+00:00,PAP-0002,PAPERMOON,15,247,2024-01
2024-01-06 00:00:00+00:00,PAP-0003,PAPERMOON,18,140,2024-01
2024-01-06 00:00:00+00:00,PAP-0004,PAPERMOON,15,272,2024-01
2024-01-06 00:00:00+00:00,PAP-0005,PAPERMOON,18,343,2024-01
2024-01-06 00:00:00+00:00,PAP-0006,PAPERMOON,18,370,2024-01
2024-01-06 00:00:00+00:00,PAP-0007,PAPERMOON,15,227,2024-01
2024-01-06 00:00:00+00:00,PAP-0008,PAPERMOON,18,217,2024-01
2024-01-06 00:00:00+00:00,PAP-0009,PAPERMOON,18,209,2024-01
2024-01-06 00:00:00+00:00,PAP-0010,PAPERMOON,15,354,2024-01
2024-01-06 00:00:00+00:00,PAP-0011,PAPERMOON,18,166,2024-01
2024-01-06 00:00:00+00:00,COL-0001,COLETTE,9,206,2024-01
2024-01-06 00:00:00+00:00,COL-0002,COLETTE,9,206,2024-01
2024-01-06 00:00:00+00:00,CIS-0001,CI SONO CORDUROY,9,215,2024-01
2024-01-06 00:00:00+00:00,CIS-0002,CI SONO CORDUROY,9,214,2024-01
2024-01-06 00:00:00+00:00,GAL-0001,GALITA,15,150,2024-01
2024-01-06 00:00:00+00:00,GAL-0002,GALITA,15,131,2024-01
2024-01-06 00:00:00+00:00,GAL-0003,GALITA,15,372,2024-01
2024-01-06 00:00:00+00:00,GAL-0004,GALITA,15,392,2024-01
2024-01-06 00:00:00+00:00,GAL-0005,GALITA,15,375,2024-01
2024-01-06 00:00:00+00:00,GAL-0006,GALITA,15,148,2024-01
2024-01-06 00:00:00+00:00,GAL-0007,GALITA,15,356,2024-01
2024-01-06 00:00:00+00:00,GAL-0008,GALITA,15,140,2024-01
2024-01-06 00:00:00+00:00,GAL-0009,GALITA,15,264,2024-01
2024-01-06 00:00:00+00:00,GAL-0010,GALITA,15,351,2024-01
2024-01-06 00:00:00+00:00,GAL-0011,GALITA,15,154,2024-01
2024-01-06 00:00:00+00:00,GAL-0012,GALITA,18,154,2024-01
2024-01-06 00:00:00+00:00,MIL-0001,MILK & HONEY,12,212,2024-01
2024-01-06 00:00:00+00:00,MIL-0002,MILK & HONEY,12,221,2024-01
2024-01-06 00:00:00+00:00,MIL-0003,MILK & HONEY,12,205,2024-01
2024-01-06 00:00:00+00:00,MIL-0004,MILK & HONEY,12,249,2024-01
2024-01-06 00:00:00+00:00,MIL-0005,MILK & HONEY,12,167,2024-01
2024-01-06 00:00:00+00:00,MIL-0006,MILK & HONEY,12,212,2024-01
2024-01-06 00:00:00+00:00,MIL-0007,MILK & HONEY,12,232,2024-01
2024-01-06 00:00:00+00:00,MIL-0008,MILK & HONEY,12,209,2024-01
2024-01-06 00:00:00+00:00,MIL-0009,MILK & HONEY,12,175,2024-01
2024-01-06 00:00:00+00:00,LEE-0001,LEENA,12,486,2024-01
2024-01-06 00:00:00+00:00,LEE-0002,LEENA,12,376,2024-01
2024-01-06 00:00:00+00:00,LEE-0003,LEENA,12,294,2024-01
2024-01-06 00:00:00+00:00,LEE-0004,LEENA,15,391,2024-01
2024-01-06 00:00:00+00:00,LEE-0005,LEENA,15,222,2024-01
2024-01-06 00:00:00+00:00,LEE-0006,LEENA,12,293,2024-01
2024-01-06 00:00:00+00:00,LEE-0007,LEENA,15,247,2024-01
2024-01-06 00:00:00+00:00,MIA-0001,MIASMIAS,12,182,2024-01
2024-01-06 00:00:00+00:00,MIA-0002,MIASMIAS,12,182,2024-01
2024-01-06 00:00:00+00:00,SAN-0001,SANS SOUCI,9,223,2024-01
2024-01-06 00:00:00+00:00,SAN-0002,SANS SOUCI,9,134,2024-01
2024-01-06 00:00:00+00:00,SAN-0003,SANS SOUCI,9,252,2024-01
2024-01-06 00:00:00+00:00,SAN-0004,SANS SOUCI,9,140,2024-01
2024-01-06 00:00:00+00:00,SAN-0005,SANS SOUCI,9,295,2024-01
2024-01-06 00:00:00+00:00,SAN-0006,SANS SOUCI,9,114,2024-01
2024-01-06 00:00:00+00:00,SAN-0007,SANS SOUCI,9,250,2024-01
2024-01-06 00:00:00+00:00,SAN-0008,SANS SOUCI,9,191,2024-01
2024-01-06 00:00:00+00:00,SAN-0009,SANS SOUCI,9,222,2024-01
2024-01-06 00:00:00+00:00,SAN-0010,SANS SOUCI,9,121,2024-01
2024-01-06 00:00:00+00:00,SAN-0011,SANS SOUCI,9,271,2024-01
2024-01-06 00:00:00+00:00,SAN-0012,SANS SOUCI,9,252,2024-01
2024-01-06 00:00:00+00:00,SAN-0013,SANS SOUCI,12,210,2024-01
2024-01-06 00:00:00+00:00,SAN-0014,SANS SOUCI,9,179,2024-01
2024-01-06 00:00:00+00:00,SAN-0015,SANS SOUCI,12,306,2024-01
2024-01-06 00:00:00+00:00,DOU-0001,DOUBLE ZERO,12,196,2024-01
2024-01-06 00:00:00+00:00,DOU-0002,DOUBLE ZERO,9,199,2024-01
2024-01-06 00:00:00+00:00,DOU-0003,DOUBLE ZERO,12,191,2024-01
2024-01-06 00:00:00+00:00,MIS-0001,MISTYROSE,9,260,2024-01
2024-01-06 00:00:00+00:00,MIS-0002,MISTYROSE,9,250,2024-01
2024-02-04 00:00:00+00:00,MIC-0028,MICHEL,57,176,2024-02
2024-02-04 00:00:00+00:00,MIC-0029,MICHEL,57,143,2024-02
2024-02-04 00:00:00+00:00,MIC-0030,MICHEL,57,131,2024-02
2024-02-04 00:00:00+00:00,MIC-0031,MICHEL,57,204,2024-02
2024-02-04 00:00:00+00:00,MIC-0032,MICHEL,57,258,2024-02
2024-02-04 00:00:00+00:00,MIC-0033,MICHEL,57,110,2024-02
2024-02-04 00:00:00+00:00,MIC-0034,MICHEL,60,103,2024-02
2024-02-04 00:00:00+00:00,MIC-0035,MICHEL,60,139,2024-02
2024-02-04 00:00:00+00:00,MIC-0036,MICHEL,57,187,2024-02
2024-02-04 00:00:00+00:00,MIC-0037,MICHEL,60,109,2024-02
2024-02-04 00:00:00+00:00,MIC-0038,MICHEL,60,102,2024-02
2024-02-04 00:00:00+00:00,MIC-0039,MICHEL,57,243,2024-02
2024-02-04 00:00:00+00:00,MIC-0040,MICHEL,60,187,2024-02
2024-02-04 00:00:00+00:00,BAM-0005,BAMBU,9,536,2024-02
2024-02-04 00:00:00+00:00,BAM-0006,BAMBU,9,540,2024-02
2024-02-04 00:00:00+00:00,BAM-0007,BAMBU,9,438,2024-02
2024-02-04 00:00:00+00:00,BAM-0008,BAMBU,12,497,2024-02
2024-02-04 00:00:00+00:00,BAM-0009,BAMBU,9,501,2024-02
2024-02-04 00:00:00+00:00,BAM-0010,BAMBU,12,513,2024-02
2024-02-04 00:00:00+00:00,AZU-0004,AZURA,9,304,2024-02
2024-02-04 00:00:00+00:00,AZU-0005,AZURA,9,378,2024-02
2024-02-04 00:00:00+00:00,AZU-0006,AZURA,9,316,2024-02
2024-02-04 00:00:00+00:00,AZU-0007,AZURA,9,359,2024-02
2024-02-04 00:00:00+00:00,AZU-0008,AZURA,12,375,2024-02
2024-02-04 00:00:00+00:00,BET-0005,BETTER BE,9,196,2024-02
2024-02-04 00:00:00+00:00,BET-0006,BETTER BE,9,208,2024-02
2024-02-04 00:00:00+00:00,BET-0007,BETTER BE,9,159,2024-02
2024-02-04 00:00:00+00:00,BET-0008,BETTER BE,12,281,2024-02
2024-02-04 00:00:00+00:00,BET-0009,BETTER BE,9,286,2024-02
2024-02-04 00:00:00+00:00,BET-0010,BETTER BE,12,292,2024-02
2024-02-04 00:00:00+00:00,MIL-0019,MILK & HONEY,12,239,2024-02
2024-02-04 00:00:00+00:00,MIL-0020,MILK & HONEY,12,190,2024-02
2024-02-04 00:00:00+00:00,MIL-0021,MILK & HONEY,12,212,2024-02
2024-02-04 00:00:00+00:00,MIL-0022,MILK & HONEY,9,217,2024-02
2024-02-04 00:00:00+00:00,MIL-0023,MILK & HONEY,12,169,2024-02
2024-02-04 00:00:00+00:00,MIL-0024,MILK & HONEY,12,237,2024-02
2024-02-04 00:00:00+00:00,MIL-0025,MILK & HONEY,9,197,2024-02
2024-02-04 00:00:00+00:00,MIL-0026,MILK & HONEY,12,241,2024-02
2024-02-04 00:00:00+00:00,MIL-0027,MILK & HONEY,12,241,2024-02
2024-02-04 00:00:00+00:00,MIL-0028,MILK & HONEY,9,259,2024-02
2024-02-04 00:00:00+00:00,MIL-0029,MILK & HONEY,12,205,2024-02
2024-02-04 00:00:00+00:00,MIL-0030,MILK & HONEY,12,156,2024-02
2024-02-04 00:00:00+00:00,MIL-0031,MILK & HONEY,9,259,2024-02
2024-02-04 00:00:00+00:00,MIL-0032,MILK & HONEY,12,213,2024-02
2024-02-04 00:00:00+00:00,ONE-0007,ONE N MORE,9,312,2024-02
2024-02-04 00:00:00+00:00,ONE-0008,ONE N MORE,9,395,2024-02
